# tau	obs1	obs2	std1	std2
2.379999999999999005e+00 -3.520507812500000000e-01 4.165039062500000000e-01 1.462470158133430745e-02 1.420521759954464398e-02
2.389999999999998792e+00 -3.408203125000000000e-01 3.945312500000000000e-01 1.468950713170169738e-02 1.435753943631672656e-02
2.399999999999999023e+00 -2.241210937500000000e-01 2.460937500000000000e-01 1.522752037565833563e-02 1.514446921504364503e-02
2.409999999999998810e+00 -2.402343750000000000e-01 2.861328125000000000e-01 1.516742053773951528e-02 1.497171824050128747e-02
2.419999999999999041e+00 -1.992187500000000000e-01 2.250976562500000000e-01 1.531179757356073909e-02 1.522400324142795906e-02
2.429999999999998828e+00 -2.470703125000000000e-01 2.900390625000000000e-01 1.514058678949925865e-02 1.495335637085988198e-02
2.439999999999999059e+00 -2.934570312500000000e-01 3.413085937500000000e-01 1.493706663540049495e-02 1.468673904139441468e-02
2.449999999999998845e+00 -3.393554687500000000e-01 4.096679687500000000e-01 1.469778451288738901e-02 1.425366725169810792e-02
2.459999999999999076e+00 -4.160156250000000000e-01 4.604492187500000000e-01 1.420871039581954320e-02 1.387009447481739495e-02
2.469999999999998863e+00 -4.331054687500000000e-01 5.034179687500000000e-01 1.408348826927378027e-02 1.350067226280824047e-02
2.479999999999999094e+00 -4.882812500000000000e-01 5.517578125000000000e-01 1.363572381967794941e-02 1.303131853572743644e-02
2.489999999999998881e+00 -4.594726562500000000e-01 5.380859375000000000e-01 1.387799867440121793e-02 1.317015598829571719e-02
2.499999999999998668e+00 -4.794921875000000000e-01 5.346679687500000000e-01 1.371165856478644487e-02 1.320409725703464154e-02
2.509999999999998899e+00 -4.243164062500000000e-01 4.775390625000000000e-01 1.414865610497778071e-02 1.372828935661115149e-02
2.519999999999998685e+00 -3.798828125000000000e-01 4.199218750000000000e-01 1.445366594230172372e-02 1.418062900538616736e-02
2.529999999999998916e+00 -2.827148437500000000e-01 3.203125000000000000e-01 1.498756252856708708e-02 1.480174898561457432e-02
2.539999999999998703e+00 -1.518554687500000000e-01 1.586914062500000000e-01 1.544379233960326524e-02 1.542700362403584199e-02
2.549999999999998934e+00 3.076171875000000000e-02 -4.150390625000000000e-02 1.561760541164471973e-02 1.561153658836631625e-02
2.559999999999998721e+00 1.899414062500000000e-01 -2.236328125000000000e-01 1.534055356051121193e-02 1.522927290503875083e-02
2.569999999999998952e+00 3.544921875000000000e-01 -4.140625000000000000e-01 1.461029650336957524e-02 1.422263207730840341e-02
2.579999999999998739e+00 4.643554687500000000e-01 -5.615234375000000000e-01 1.383826427924395377e-02 1.292907550608083343e-02
2.589999999999998970e+00 5.590820312500000000e-01 -6.430664062500000000e-01 1.295488040666224749e-02 1.196578778977217331e-02
2.599999999999998757e+00 5.268554687500000000e-01 -6.289062500000000000e-01 1.328054515637230176e-02 1.214814286932651768e-02
2.609999999999998987e+00 4.887695312500000000e-01 -5.634765625000000000e-01 1.363145225414536497e-02 1.290831327629449882e-02
2.619999999999998774e+00 2.382812500000000000e-01 -2.783203125000000000e-01 1.517494052045750830e-02 1.500762992511523938e-02
2.629999999999999005e+00 1.147460937500000000e-01 -1.147460937500000000e-01 1.552179457814249590e-02 1.552179457814249590e-02
2.639999999999998792e+00 -2.363281250000000000e-01 2.983398437500000000e-01 1.518239543632870711e-02 1.491343296562275267e-02
2.649999999999999023e+00 -4.233398437500000000e-01 4.960937500000000000e-01 1.415579621835580740e-02 1.356670253879356525e-02
2.659999999999998810e+00 -6.713867187500000000e-01 7.651367187500000000e-01 1.157979991560630084e-02 1.006043507564413630e-02
2.669999999999998597e+00 -7.299804687500000000e-01 8.359375000000000000e-01 1.067918759395477223e-02 8.575385151212637502e-03
2.679999999999998828e+00 -6.723632812500000000e-01 8.232421875000000000e-01 1.156595828800225170e-02 8.870161267870003627e-03
2.689999999999998614e+00 -6.181640625000000000e-01 7.387695312500000000e-01 1.228201722946905064e-02 1.053059599806101775e-02
2.699999999999998845e+00 -4.819335937500000000e-01 5.781250000000000000e-01 1.369074600507906407e-02 1.274919080971377745e-02
2.709999999999998632e+00 -3.188476562500000000e-01 4.077148437500000000e-01 1.480946840766235104e-02 1.426733291893084350e-02
2.719999999999998863e+00 -1.894531250000000000e-01 2.568359375000000000e-01 1.534202760053060728e-02 1.510085965132798233e-02
2.729999999999998650e+00 -1.425781250000000000e-01 1.689453125000000000e-01 1.546536798785836005e-02 1.540039728922872053e-02
2.739999999999998881e+00 -1.777343750000000000e-01 2.075195312500000000e-01 1.537622654488445158e-02 1.528485741665603324e-02
2.749999999999998668e+00 -2.094726562500000000e-01 2.524414062500000000e-01 1.527835164138541951e-02 1.511894035711829239e-02
2.759999999999998899e+00 -3.344726562500000000e-01 4.174804687500000000e-01 1.472508523940959171e-02 1.419821713035592653e-02
2.769999999999998685e+00 -4.174804687500000000e-01 5.341796875000000000e-01 1.419821713035592653e-02 1.320892126341017062e-02
2.779999999999998916e+00 -5.625000000000000000e-01 7.070312500000000000e-01 1.291870757355757099e-02 1.104972350478007279e-02
2.789999999999998703e+00 -6.118164062500000000e-01 7.407226562500000000e-01 1.235937188925505074e-02 1.049704602372055449e-02
2.799999999999998934e+00 -6.445312500000000000e-01 8.046875000000000000e-01 1.194653073592389855e-02 9.276540621075845053e-03
2.809999999999998721e+00 -6.074218750000000000e-01 7.236328125000000000e-01 1.241217846554811335e-02 1.078414309771015718e-02
2.819999999999998952e+00 -5.512695312500000000e-01 6.899414062500000000e-01 1.303636275521654134e-02 1.131039405403981915e-02
2.829999999999998739e+00 -4.379882812500000000e-01 5.229492187500000000e-01 1.404657314650359541e-02 1.331818498963561678e-02
2.839999999999998526e+00 -4.365234375000000000e-01 5.415039062500000000e-01 1.405770133848930313e-02 1.313590989570512409e-02
2.849999999999998757e+00 -3.627929687500000000e-01 4.301757812500000000e-01 1.456046510247461893e-02 1.410539289412890591e-02
2.859999999999998543e+00 -3.769531250000000000e-01 4.799804687500000000e-01 1.447238026097117346e-02 1.370748709806383567e-02
2.869999999999998774e+00 -3.725585937500000000e-01 4.619140625000000000e-01 1.450013549087275297e-02 1.385819822076316682e-02
2.879999999999998561e+00 -4.409179687500000000e-01 5.439453125000000000e-01 1.402417820844453072e-02 1.311126045187992542e-02
2.889999999999998792e+00 -4.853515625000000000e-01 5.839843750000000000e-01 1.366123568868136094e-02 1.268382653250988042e-02
2.899999999999998579e+00 -5.346679687500000000e-01 6.689453125000000000e-01 1.320409725703464154e-02 1.161424410934749733e-02
2.909999999999998810e+00 -6.147460937500000000e-01 7.104492187500000000e-01 1.232382926008065809e-02 1.099606982765509097e-02
2.919999999999998597e+00 -6.127929687500000000e-01 7.075195312500000000e-01 1.234755457043077743e-02 1.104209046958151523e-02
2.929999999999998828e+00 -5.893554687500000000e-01 6.718750000000000000e-01 1.262302865424442914e-02 1.157288368602669114e-02
2.939999999999998614e+00 -6.245117187500000000e-01 6.748046875000000000e-01 1.220336620624213469e-02 1.153119319227228351e-02
2.949999999999998845e+00 -5.434570312500000000e-01 5.932617187500000000e-01 1.311620292225935611e-02 1.257827574701781553e-02
2.959999999999998632e+00 -6.127929687500000000e-01 6.318359375000000000e-01 1.234755457043077743e-02 1.211097114564712793e-02
2.969999999999998863e+00 -4.970703125000000000e-01 5.395507812500000000e-01 1.355797289462963226e-02 1.315551655516169691e-02
2.979999999999998650e+00 -5.766601562500000000e-01 5.668945312500000000e-01 1.276537698842738003e-02 1.287172468994959851e-02
2.989999999999998437e+00 -5.034179687500000000e-01 5.634765625000000000e-01 1.350067226280824047e-02 1.290831327629449882e-02
2.999999999999998668e+00 -5.795898437500000000e-01 5.097656250000000000e-01 1.273294291239903189e-02 1.344239561590935238e-02
3.009999999999998455e+00 -5.068359375000000000e-01 5.800781250000000000e-01 1.346941461217784387e-02 1.272751319055467553e-02
3.019999999999998685e+00 -4.951171875000000000e-01 4.350585937500000000e-01 1.357540941848224547e-02 1.406878349205628945e-02
3.029999999999998472e+00 -4.951171875000000000e-01 5.703125000000000000e-01 1.357540941848224547e-02 1.283480958168004352e-02
3.039999999999998703e+00 -4.355468750000000000e-01 4.082031250000000000e-01 1.406509454952034263e-02 1.426392385068783568e-02
3.049999999999998490e+00 -4.902343750000000000e-01 5.698242187500000000e-01 1.361860387398980930e-02 1.284010326618204370e-02
3.059999999999998721e+00 -4.667968750000000000e-01 4.902343750000000000e-01 1.381819627214019713e-02 1.361860387398980930e-02
3.069999999999998508e+00 -5.292968750000000000e-01 6.323242187500000000e-01 1.325682329208866840e-02 1.210474793032024696e-02
3.079999999999998739e+00 -5.327148437500000000e-01 6.035156250000000000e-01 1.322335631223242429e-02 1.245861205163478411e-02
3.089999999999998526e+00 -5.830078125000000000e-01 6.684570312500000000e-01 1.269478980235466507e-02 1.162110567092284122e-02
3.099999999999998757e+00 -5.620117187500000000e-01 6.513671875000000000e-01 1.292389483144216339e-02 1.185566669468544020e-02
3.109999999999998543e+00 -5.131835937500000000e-01 5.878906250000000000e-01 1.341060716549862149e-02 1.263969415837515493e-02
3.119999999999998774e+00 -5.092773437500000000e-01 5.737304687500000000e-01 1.344691337381725624e-02 1.279756512588797399e-02
3.129999999999998561e+00 -4.150390625000000000e-01 4.819335937500000000e-01 1.421568113000639191e-02 1.369074600507906407e-02
3.139999999999998348e+00 -3.710937500000000000e-01 4.072265625000000000e-01 1.450930322435854333e-02 1.427073709398615081e-02
3.149999999999998579e+00 -2.734375000000000000e-01 3.173828125000000000e-01 1.502952768843840436e-02 1.481714845252149124e-02
3.159999999999998366e+00 -2.998046875000000000e-01 3.295898437500000000e-01 1.490625941228269566e-02 1.475194087218022372e-02
3.169999999999998597e+00 -3.081054687500000000e-01 3.701171875000000000e-01 1.486487822092844892e-02 1.451539177958743529e-02
3.179999999999998384e+00 -3.706054687500000000e-01 4.135742187500000000e-01 1.451234982672719269e-02 1.422610013994454747e-02
3.189999999999998614e+00 -4.833984375000000000e-01 5.747070312500000000e-01 1.367813205590261150e-02 1.278686295830244388e-02
3.199999999999998401e+00 -5.659179687500000000e-01 6.391601562500000000e-01 1.288221176819014276e-02 1.201677593909160693e-02
3.209999999999998632e+00 -6.308593750000000000e-01 7.138671875000000000e-01 1.212339358896434398e-02 1.094189240609112247e-02
3.219999999999998419e+00 -5.742187500000000000e-01 6.923828125000000000e-01 1.279221743641564650e-02 1.127391166443258812e-02
3.229999999999998650e+00 -5.927734375000000000e-01 6.733398437500000000e-01 1.258389475386596616e-02 1.155207992063995992e-02
3.239999999999998437e+00 -4.497070312500000000e-01 5.156250000000000000e-01 1.395587691616329354e-02 1.338772448325702656e-02
3.249999999999998668e+00 -3.535156250000000000e-01 4.072265625000000000e-01 1.461607218554363506e-02 1.427073709398615081e-02
3.259999999999998455e+00 -1.367187500000000000e-01 1.416015625000000000e-01 1.547827976179472383e-02 1.546755833081541603e-02
3.269999999999998685e+00 -4.101562500000000000e-02 4.248046875000000000e-02 1.561185164369026900e-02 1.561089527267882186e-02
3.279999999999998472e+00 1.298828125000000000e-01 -1.464843750000000000e-01 1.549264611822030561e-02 1.545645287631634834e-02
3.289999999999998703e+00 1.425781250000000000e-01 -1.689453125000000000e-01 1.546536798785836005e-02 1.540039728922872053e-02
3.299999999999998490e+00 1.040039062500000000e-01 -1.264648437500000000e-01 1.554026388553350450e-02 1.549954828045848818e-02
3.309999999999998277e+00 1.660156250000000000e-02 -2.490234375000000000e-02 1.562284663382394051e-02 1.562015450864568354e-02
3.319999999999998508e+00 -1.533203125000000000e-01 1.650390625000000000e-01 1.544025849733662165e-02 1.541073486199155337e-02
3.329999999999998295e+00 -2.939453125000000000e-01 3.437500000000000000e-01 1.493472249003361188e-02 1.467283125128585920e-02
3.339999999999998526e+00 -5.107421875000000000e-01 5.800781250000000000e-01 1.343334254279256873e-02 1.272751319055467553e-02
3.349999999999998312e+00 -5.947265625000000000e-01 6.738281250000000000e-01 1.256137584227974557e-02 1.154512691815870289e-02
3.359999999999998543e+00 -6.821289062500000000e-01 7.832031250000000000e-01 1.142549911786477738e-02 9.715092571831543747e-03
3.369999999999998330e+00 -6.474609375000000000e-01 7.905273437500000000e-01 1.190779122254468150e-02 9.569167900731747819e-03
3.379999999999998561e+00 -6.040039062500000000e-01 7.041015625000000000e-01 1.245283368184528852e-02 1.109530127451836129e-02
3.389999999999998348e+00 -5.253906250000000000e-01 5.957031250000000000e-01 1.329470541900983072e-02 1.255007340601620169e-02
3.399999999999998579e+00 -3.413085937500000000e-01 3.984375000000000000e-01 1.468673904139441468e-02 1.433117946070044252e-02
3.409999999999998366e+00 -2.133789062500000000e-01 2.568359375000000000e-01 1.526514874487032436e-02 1.510085965132798233e-02
3.419999999999998597e+00 2.636718750000000000e-02 -2.490234375000000000e-02 1.561956758238768755e-02 1.562015450864568354e-02
3.429999999999998384e+00 1.738281250000000000e-01 -1.928710937500000000e-01 1.538712510141094537e-02 1.533162661644146135e-02
3.439999999999998614e+00 3.632812500000000000e-01 -4.160156250000000000e-01 1.455749254537342698e-02 1.420871039581954320e-02
3.449999999999998401e+00 4.272460937500000000e-01 -4.799804687500000000e-01 1.412711522615733850e-02 1.370748709806383567e-02
3.459999999999998632e+00 5.297851562500000000e-01 -6.181640625000000000e-01 1.325206064659920427e-02 1.228201722946905064e-02
3.469999999999998419e+00 5.664062500000000000e-01 -6.577148437500000000e-01 1.287697155680784557e-02 1.176979698931364393e-02
3.479999999999998206e+00 5.883789062500000000e-01 -6.928710937500000000e-01 1.263414604008211185e-02 1.126658551129922602e-02
3.489999999999998437e+00 6.000976562500000000e-01 -6.938476562500000000e-01 1.249885544528783581e-02 1.125190337540405393e-02
3.499999999999998224e+00 5.683593750000000000e-01 -6.479492187500000000e-01 1.285594407497896163e-02 1.190130525931121404e-02
3.509999999999998455e+00 4.829101562500000000e-01 -5.659179687500000000e-01 1.368234225195592499e-02 1.288221176819014276e-02
3.519999999999998241e+00 4.189453125000000000e-01 -4.887695312500000000e-01 1.418767917988344486e-02 1.363145225414536497e-02
3.529999999999998472e+00 3.588867187500000000e-01 -4.008789062500000000e-01 1.458408006639507100e-02 1.431454767117094386e-02
3.539999999999998259e+00 1.850585937500000000e-01 -2.070312500000000000e-01 1.535511700960720885e-02 1.528647390838124183e-02
3.549999999999998490e+00 4.785156250000000000e-02 -6.884765625000000000e-02 1.560710090390226949e-02 1.558792476545160094e-02
3.559999999999998277e+00 -9.082031250000000000e-02 1.411132812500000000e-01 1.556042649682320457e-02 1.546864774157218590e-02
3.569999999999998508e+00 -2.353515625000000000e-01 2.973632812500000000e-01 1.518609852417465364e-02 1.491819390920872540e-02
3.579999999999998295e+00 -3.588867187500000000e-01 4.711914062500000000e-01 1.458408006639507100e-02 1.378173414218458563e-02
3.589999999999998526e+00 -5.000000000000000000e-01 6.079101562500000000e-01 1.353164693413185307e-02 1.240634093488497854e-02
3.599999999999998312e+00 -5.791015625000000000e-01 7.285156250000000000e-01 1.273836575035276579e-02 1.070358101367589396e-02
3.609999999999998543e+00 -6.567382812500000000e-01 8.378906250000000000e-01 1.178310278390265996e-02 8.528721301882992087e-03
3.619999999999998330e+00 -7.148437500000000000e-01 8.676757812500000000e-01 1.092631585644534414e-02 7.767664134820549335e-03
3.629999999999998117e+00 -7.299804687500000000e-01 8.837890625000000000e-01 1.067918759395477223e-02 7.310711804016721375e-03
3.639999999999998348e+00 -6.875000000000000000e-01 8.291015625000000000e-01 1.134663089709204119e-02 8.735906605707681807e-03
3.649999999999998135e+00 -6.533203125000000000e-01 8.051757812500000000e-01 1.182940020861710656e-02 9.266190977766351061e-03
3.659999999999998366e+00 -6.069335937500000000e-01 7.163085937500000000e-01 1.241800856471391226e-02 1.090286926604170682e-02
3.669999999999998153e+00 -5.312500000000000000e-01 6.538085937500000000e-01 1.323773604660738110e-02 1.182281216070715964e-02
3.679999999999998384e+00 -4.799804687500000000e-01 6.020507812500000000e-01 1.370748709806383567e-02 1.247590310949574233e-02
3.689999999999998170e+00 -4.443359375000000000e-01 5.576171875000000000e-01 1.399781629389233208e-02 1.297028485086001125e-02
3.699999999999998401e+00 -4.936523437500000000e-01 6.137695312500000000e-01 1.358842715031676439e-02 1.233570705640081068e-02
3.709999999999998188e+00 -5.048828125000000000e-01 6.069335937500000000e-01 1.348731089166409214e-02 1.241800856471391226e-02
3.719999999999998419e+00 -5.722656250000000000e-01 7.104492187500000000e-01 1.281356754740208166e-02 1.099606982765509097e-02
3.729999999999998206e+00 -5.571289062500000000e-01 7.084960937500000000e-01 1.297540662955555014e-02 1.102679271162402934e-02
3.739999999999998437e+00 -6.572265625000000000e-01 8.134765625000000000e-01 1.177645423718431776e-02 9.087464030501582121e-03
3.749999999999998224e+00 -6.708984375000000000e-01 8.500976562500000000e-01 1.158670699315930697e-02 8.228516874306469192e-03
3.759999999999998455e+00 -7.397460937500000000e-01 9.145507812500000000e-01 1.051384546585533430e-02 6.319860894616154655e-03
3.769999999999998241e+00 -7.290039062500000000e-01 9.223632812500000000e-01 1.069546149768659492e-02 6.036307331605562758e-03
3.779999999999998028e+00 -7.641601562500000000e-01 9.204101562500000000e-01 1.007853990909460956e-02 6.108658531195271246e-03
3.789999999999998259e+00 -7.460937500000000000e-01 9.296875000000000000e-01 1.040376420445075778e-02 5.755456657288224656e-03
3.799999999999998046e+00 -7.646484375000000000e-01 9.145507812500000000e-01 1.006949445170375601e-02 6.319860894616154655e-03
3.809999999999998277e+00 -7.236328125000000000e-01 9.096679687500000000e-01 1.078414309771015718e-02 6.489628644154119691e-03
3.819999999999998064e+00 -7.460937500000000000e-01 8.930664062500000000e-01 1.040376420445075778e-02 7.030076187223818600e-03
3.829999999999998295e+00 -7.368164062500000000e-01 9.008789062500000000e-01 1.056395126264319390e-02 6.782351513968743265e-03
3.839999999999998082e+00 -7.509765625000000000e-01 9.155273437500000000e-01 1.031763842835190653e-02 6.285245985726504829e-03
3.849999999999998312e+00 -7.783203125000000000e-01 9.316406250000000000e-01 9.810428363495099849e-03 5.677828010807899062e-03
3.859999999999998099e+00 -7.641601562500000000e-01 9.340820312500000000e-01 1.007853990909460956e-02 5.579038766540611941e-03
3.869999999999998330e+00 -7.788085937500000000e-01 9.399414062500000000e-01 9.800963240652221450e-03 5.333372434729487070e-03
3.879999999999998117e+00 -7.753906250000000000e-01 9.531250000000000000e-01 9.866904546889517305e-03 4.727762873788350639e-03
3.889999999999998348e+00 -7.915039062500000000e-01 9.716796875000000000e-01 9.549439180898299656e-03 3.692217086870396969e-03
3.899999999999998135e+00 -7.929687500000000000e-01 9.409179687500000000e-01 9.519723582682586976e-03 5.291165250476966876e-03
3.909999999999998366e+00 -8.447265625000000000e-01 9.707031250000000000e-01 8.362470726530729995e-03 3.754406366764960045e-03
3.919999999999998153e+00 -8.359375000000000000e-01 9.047851562500000000e-01 8.575385151212637502e-03 6.654192409193627512e-03
3.929999999999998384e+00 -7.866210937500000000e-01 9.682617187500000000e-01 9.647438015887889462e-03 3.905288756832478014e-03
3.939999999999998170e+00 -7.836914062500000000e-01 8.286132812500000000e-01 9.705474501300033127e-03 8.747209796983741736e-03
3.949999999999997957e+00 -7.851562500000000000e-01 9.511718750000000000e-01 9.676526838274164891e-03 4.822839547509493244e-03
3.959999999999998188e+00 -8.466796875000000000e-01 7.475585937500000000e-01 8.314107967934166246e-03 1.037806041211979113e-02
3.969999999999997975e+00 -8.520507812500000000e-01 9.458007812500000000e-01 8.179048986707983943e-03 5.074178326602111176e-03
3.979999999999998206e+00 -7.792968750000000000e-01 6.787109375000000000e-01 9.791483023456722806e-03 1.147508620225092847e-02
3.989999999999997993e+00 -7.851562500000000000e-01 9.394531250000000000e-01 9.676526838274164891e-03 5.354334955378518141e-03
